comuna,ica,fecha,id
comuna 10,15,2024-01-30,32586
comuna 3,66,2024-07-31,16220
comuna 6,92,2024-06-25,18911
comuna 14,74,2024-07-31,8588
comuna 13,68,2024-01-30,25479
comuna 13,66,2024-07-31,35072
comuna 2,24,2024-06-23,33443
comuna 2,94,2024-01-30,35963
comuna 6,85,2024-01-30,45417
comuna 4,47,2024-06-23,45496
comuna 6,20,2024-07-31,22848
comuna 8,17,2024-06-25,33028
comuna 7,80,2024-07-31,36347
comuna 16,37,2024-06-23,46984
comuna 11,13,2024-07-31,21239
comuna 1,29,2024-06-23,16852
comuna 3,66,2024-07-31,15651
comuna 11,44,2024-07-31,26749
comuna 13,48,2024-06-23,26055
comuna 8,50,2024-06-25,33109
comuna 14,70,2024-06-23,23723
comuna 16,31,2024-01-30,6368
comuna 15,36,2024-06-23,22851
comuna 11,76,2024-06-23,7864
comuna 15,10,2024-01-30,33762
comuna 13,52,2024-07-31,26523
comuna 16,73,2024-06-23,8443
comuna 16,18,2024-01-30,46423
comuna 14,84,2024-01-30,16719
comuna 16,35,2024-06-23,37541
comuna 14,10,2024-01-30,22419
comuna 1,45,2024-07-31,36851
comuna 3,54,2024-06-23,2672
comuna 12,90,2024-06-25,4042
comuna 3,66,2024-06-23,46775
comuna 14,37,2024-06-23,3683
comuna 10,53,2024-06-25,35986
comuna 2,71,2024-06-23,19066
comuna 5,55,2024-01-30,13545
comuna 8,30,2024-07-31,34764
comuna 2,36,2024-07-31,43256
comuna 3,61,2024-06-25,10516
comuna 13,73,2024-07-31,14622
comuna 8,29,2024-01-30,18969
comuna 6,77,2024-06-23,17387
comuna 4,93,2024-01-30,41904
comuna 7,80,2024-06-23,18705
comuna 3,97,2024-06-25,36956
comuna 13,68,2024-01-30,19325
comuna 11,19,2024-01-30,40852
comuna 16,74,2024-06-25,47940
comuna 15,37,2024-06-25,39540
comuna 3,19,2024-06-23,41784
comuna 8,57,2024-06-23,33559
comuna 5,86,2024-06-25,10909
comuna 2,24,2024-06-23,40118
comuna 10,43,2024-07-31,13554
comuna 8,69,2024-01-30,45451
comuna 13,75,2024-06-23,11521
comuna 11,83,2024-06-23,27620
comuna 2,19,2024-01-30,29066
comuna 13,43,2024-06-23,8321
comuna 11,64,2024-06-25,39299
comuna 14,92,2024-01-30,6867
comuna 15,24,2024-01-30,24547
comuna 13,54,2024-07-31,33988
comuna 13,48,2024-01-30,5199
comuna 6,19,2024-01-30,44300
comuna 9,95,2024-06-25,13600
comuna 2,34,2024-06-25,17724
comuna 5,46,2024-06-25,26995
comuna 4,13,2024-06-23,24088
comuna 8,46,2024-06-25,693
comuna 4,91,2024-06-23,25617
comuna 15,51,2024-01-30,22111
comuna 13,14,2024-06-23,22029
comuna 6,83,2024-06-25,40185
comuna 16,62,2024-06-25,37790
comuna 14,33,2024-07-31,46072
comuna 14,100,2024-07-31,21220
comuna 3,41,2024-06-25,21613
comuna 8,53,2024-01-30,26691
comuna 2,97,2024-07-31,17588
comuna 3,43,2024-06-25,34943
comuna 10,42,2024-06-23,32333
comuna 15,92,2024-06-23,174
comuna 14,60,2024-06-25,44402
comuna 16,55,2024-01-30,28235
comuna 10,51,2024-07-31,25131
comuna 4,35,2024-07-31,31822
comuna 10,27,2024-06-23,9821
comuna 10,87,2024-06-23,1498
comuna 16,18,2024-06-25,44289
comuna 12,60,2024-06-23,10394
comuna 15,63,2024-07-31,3539
comuna 6,75,2024-01-30,26149
comuna 10,86,2024-06-25,46600
comuna 10,54,2024-01-30,883
comuna 4,18,2024-06-23,29967
comuna 14,12,2024-06-23,39420
comuna 15,40,2024-06-23,32265
comuna 15,51,2024-06-25,40854
comuna 11,82,2024-06-23,1304
comuna 13,96,2024-06-23,17904
comuna 3,83,2024-01-30,21190
comuna 12,19,2024-06-23,15914
comuna 6,84,2024-06-23,40772
comuna 7,93,2024-06-23,2955
comuna 15,18,2024-01-30,32604
comuna 1,24,2024-07-31,8941
comuna 12,21,2024-01-30,23719
comuna 4,81,2024-06-25,44403
comuna 12,73,2024-06-23,13485
comuna 12,80,2024-07-31,36694
comuna 1,94,2024-06-23,48019
comuna 4,19,2024-06-23,48667
comuna 5,41,2024-07-31,7069
comuna 2,61,2024-06-23,19899
comuna 5,64,2024-06-23,26719
comuna 14,62,2024-06-25,39535
comuna 7,55,2024-01-30,24516
comuna 14,41,2024-07-31,20146
comuna 4,38,2024-07-31,46983
comuna 7,31,2024-06-25,32086
comuna 3,96,2024-07-31,27322
comuna 7,15,2024-06-25,920
comuna 11,46,2024-07-31,32402
comuna 4,49,2024-06-25,42789
comuna 9,18,2024-06-25,40573
comuna 8,83,2024-06-23,2417
comuna 15,15,2024-07-31,26131
comuna 11,50,2024-06-23,8423
comuna 12,26,2024-01-30,31516
comuna 2,87,2024-01-30,41678
comuna 14,83,2024-06-23,20111
comuna 8,76,2024-07-31,31486
comuna 14,46,2024-06-23,39369
comuna 6,28,2024-01-30,34465
comuna 12,39,2024-06-25,38540
comuna 15,26,2024-06-23,32709
comuna 12,44,2024-06-23,35720
comuna 5,20,2024-07-31,47266
comuna 2,53,2024-01-30,33671
comuna 4,100,2024-06-23,6120
comuna 6,69,2024-01-30,6973
comuna 13,52,2024-06-25,6436
comuna 6,32,2024-06-25,17104
comuna 11,90,2024-06-23,18307
comuna 7,12,2024-06-23,38937
comuna 7,70,2024-07-31,39795
comuna 12,11,2024-07-31,27410
comuna 14,96,2024-01-30,32378
comuna 8,94,2024-01-30,38339
comuna 16,52,2024-01-30,29249
comuna 7,27,2024-01-30,9886
comuna 15,72,2024-06-25,500
comuna 16,27,2024-06-23,43909
comuna 9,84,2024-01-30,3333
comuna 7,31,2024-06-25,45500
comuna 14,24,2024-06-25,25617
comuna 7,69,2024-01-30,26732
comuna 14,86,2024-06-25,12668
comuna 13,67,2024-06-25,24621
comuna 16,78,2024-06-23,35201
comuna 5,31,2024-06-25,17026
comuna 15,58,2024-01-30,21216
comuna 9,74,2024-06-25,30215
comuna 2,38,2024-07-31,28501
comuna 15,97,2024-06-25,45875
comuna 9,64,2024-01-30,21170
comuna 1,46,2024-06-23,43209
comuna 2,42,2024-06-25,27612
comuna 14,24,2024-07-31,40489
comuna 11,93,2024-01-30,26563
comuna 7,41,2024-01-30,49225
comuna 1,22,2024-01-30,24783
comuna 3,75,2024-07-31,16205
comuna 13,98,2024-06-25,37067
comuna 6,57,2024-01-30,9147
comuna 16,54,2024-07-31,10598
comuna 5,94,2024-06-25,47808
comuna 5,23,2024-06-23,46852
comuna 16,98,2024-07-31,47742
comuna 12,32,2024-06-23,9431
comuna 2,25,2024-07-31,19305
comuna 6,34,2024-06-25,21408
comuna 6,37,2024-01-30,6176
comuna 12,87,2024-06-23,31266
comuna 6,29,2024-06-23,30058
comuna 5,30,2024-01-30,33601
comuna 1,92,2024-07-31,44635
comuna 5,92,2024-01-30,49025
comuna 4,51,2024-06-23,31520
comuna 11,28,2024-07-31,17245
comuna 3,23,2024-06-25,10297
comuna 15,80,2024-07-31,24545
comuna 10,33,2024-06-25,15269
comuna 5,62,2024-01-30,3806
comuna 9,17,2024-06-23,35362
comuna 16,43,2024-01-30,31412
comuna 14,41,2024-06-23,2118
comuna 5,60,2024-07-31,1933
comuna 12,31,2024-07-31,223
comuna 15,38,2024-07-31,45244
comuna 8,42,2024-06-23,27910
comuna 4,24,2024-06-23,15201
comuna 16,64,2024-01-30,36626
comuna 16,19,2024-01-30,24213
comuna 10,12,2024-06-25,8398
comuna 15,21,2024-06-25,32867
comuna 12,45,2024-06-25,11187
comuna 3,93,2024-06-25,48099
comuna 14,50,2024-06-25,48835
comuna 1,36,2024-01-30,35742
comuna 16,82,2024-06-25,1434
comuna 9,84,2024-07-31,13136
comuna 1,74,2024-01-30,2681
comuna 3,53,2024-07-31,36938
comuna 10,23,2024-01-30,46262
comuna 16,79,2024-01-30,22978
comuna 5,67,2024-06-25,25334
comuna 4,41,2024-06-25,34182
comuna 12,31,2024-06-25,7009
comuna 5,35,2024-06-25,33891
comuna 2,38,2024-07-31,20783
comuna 11,23,2024-01-30,12393
comuna 10,49,2024-01-30,16457
comuna 8,89,2024-06-25,22547
comuna 10,67,2024-06-25,11597
comuna 10,73,2024-01-30,7907
comuna 1,46,2024-01-30,10778
comuna 10,10,2024-06-25,37621
comuna 7,84,2024-07-31,8729
comuna 5,16,2024-01-30,15496
comuna 4,23,2024-07-31,20944
comuna 15,62,2024-01-30,9250
comuna 4,48,2024-06-25,42020
comuna 9,80,2024-01-30,45020
comuna 12,98,2024-06-23,46502
comuna 2,13,2024-07-31,48920
comuna 10,20,2024-01-30,27921
comuna 7,87,2024-06-23,7411
comuna 14,29,2024-06-23,44707
comuna 16,90,2024-06-25,21095
comuna 14,76,2024-06-25,33188
comuna 13,74,2024-07-31,11498
comuna 11,62,2024-06-23,31110
comuna 10,75,2024-01-30,38100
comuna 8,57,2024-07-31,21577
comuna 14,89,2024-01-30,45940
comuna 2,53,2024-07-31,30009
comuna 6,82,2024-06-23,3168
comuna 16,46,2024-01-30,40080
comuna 16,10,2024-07-31,49060
comuna 3,81,2024-07-31,45092
comuna 14,44,2024-06-25,35229
comuna 3,29,2024-06-25,43452
comuna 2,26,2024-06-25,43426
comuna 3,47,2024-06-25,25976
comuna 11,77,2024-06-25,18986
comuna 15,22,2024-01-30,33423
comuna 15,75,2024-07-31,35998
comuna 8,47,2024-07-31,28851
comuna 8,54,2024-06-23,41847
comuna 9,29,2024-06-25,49296
comuna 12,20,2024-01-30,1788
comuna 7,53,2024-06-25,17017
comuna 10,49,2024-06-23,39845
comuna 13,44,2024-01-30,19485
comuna 8,60,2024-06-23,5666
comuna 9,53,2024-06-23,3032
comuna 9,92,2024-07-31,22585
comuna 1,19,2024-06-25,29644
comuna 12,63,2024-01-30,26090
comuna 2,25,2024-06-23,31880
comuna 7,47,2024-07-31,5257
comuna 4,61,2024-07-31,27877
comuna 15,68,2024-07-31,14679
comuna 15,25,2024-06-25,11238
comuna 11,85,2024-06-25,46931
comuna 15,20,2024-06-23,1142
comuna 6,84,2024-06-25,22808
comuna 15,13,2024-07-31,4185
comuna 12,74,2024-07-31,43085
comuna 12,77,2024-06-25,22853
comuna 4,96,2024-01-30,5749
comuna 11,17,2024-07-31,2417
comuna 10,51,2024-06-23,15742
comuna 9,49,2024-07-31,26370
comuna 5,87,2024-07-31,25624
comuna 4,65,2024-06-25,9891
comuna 16,18,2024-06-23,14593
comuna 15,68,2024-07-31,24408
comuna 6,87,2024-01-30,22959
comuna 15,63,2024-01-30,10841
comuna 1,41,2024-01-30,31344
comuna 3,56,2024-06-23,20520
comuna 3,57,2024-07-31,42250
comuna 12,81,2024-07-31,22843
comuna 9,16,2024-01-30,32938
comuna 9,49,2024-01-30,27685
comuna 16,75,2024-01-30,43941
comuna 14,62,2024-01-30,14024
comuna 3,34,2024-06-23,21858
comuna 14,68,2024-06-25,31322
comuna 15,66,2024-07-31,35985
comuna 12,67,2024-06-25,34082
comuna 15,45,2024-06-23,49477
comuna 5,26,2024-07-31,6738
comuna 10,11,2024-01-30,5743
comuna 16,54,2024-07-31,45274
comuna 3,82,2024-01-30,46951
comuna 13,45,2024-01-30,43061
comuna 6,77,2024-01-30,16279
comuna 3,50,2024-01-30,18081
comuna 4,97,2024-07-31,14810
comuna 12,99,2024-07-31,2752
comuna 15,33,2024-06-23,43249
comuna 3,64,2024-06-23,6240
comuna 15,11,2024-01-30,32863
comuna 16,10,2024-06-25,22892
comuna 6,44,2024-06-23,6067
comuna 10,21,2024-06-25,39283
comuna 10,77,2024-06-23,3190
comuna 8,100,2024-06-23,27297
comuna 10,86,2024-06-23,19809
comuna 14,13,2024-06-23,48940
comuna 16,29,2024-06-25,21406
comuna 8,72,2024-06-25,2770
comuna 8,49,2024-07-31,27919
comuna 15,34,2024-01-30,18126
comuna 9,44,2024-07-31,40080
comuna 8,30,2024-06-23,32671
comuna 13,49,2024-06-25,21328
comuna 4,66,2024-06-23,22787
comuna 11,96,2024-06-25,10345
comuna 10,10,2024-06-23,1882
comuna 10,57,2024-06-23,4218
comuna 16,58,2024-06-23,46160
comuna 15,68,2024-01-30,29311
comuna 16,43,2024-06-23,16642
comuna 8,88,2024-01-30,27278
comuna 11,39,2024-01-30,24800
comuna 15,77,2024-01-30,1612
comuna 14,74,2024-06-23,13606
comuna 2,38,2024-07-31,35613
comuna 8,32,2024-01-30,37229
comuna 6,58,2024-06-25,16691
comuna 5,97,2024-06-23,44444
comuna 3,52,2024-07-31,10070
comuna 7,42,2024-07-31,30517
comuna 15,81,2024-06-23,46543
comuna 9,35,2024-01-30,23880
comuna 12,66,2024-06-23,44696
comuna 10,90,2024-06-23,5848
comuna 6,90,2024-06-25,34584
comuna 3,54,2024-01-30,48972
comuna 3,93,2024-01-30,12315
comuna 3,41,2024-01-30,37027
comuna 2,58,2024-06-23,28095
comuna 2,97,2024-06-25,23600
comuna 8,80,2024-07-31,48057
comuna 15,27,2024-07-31,49028
comuna 4,91,2024-06-23,47835
comuna 5,38,2024-07-31,28462
comuna 4,96,2024-01-30,24370
comuna 10,76,2024-06-23,10271
comuna 10,69,2024-07-31,9740
comuna 14,53,2024-07-31,34814
comuna 8,10,2024-06-23,35256
comuna 3,87,2024-06-25,21931
comuna 1,49,2024-06-25,16700
comuna 4,44,2024-07-31,19870
comuna 16,58,2024-01-30,235
comuna 5,17,2024-01-30,46001
comuna 10,86,2024-07-31,24951
comuna 11,78,2024-06-25,8237
comuna 14,36,2024-07-31,31062
comuna 3,71,2024-01-30,9117
comuna 4,13,2024-01-30,20157
comuna 1,50,2024-07-31,40842
comuna 10,42,2024-06-25,41933
comuna 10,31,2024-07-31,37060
comuna 5,20,2024-01-30,36371
comuna 3,76,2024-06-25,27232
comuna 4,37,2024-07-31,13085
comuna 6,53,2024-07-31,32225
comuna 3,71,2024-07-31,28938
comuna 5,60,2024-07-31,39116
comuna 15,76,2024-06-25,1918
comuna 15,41,2024-07-31,3901
comuna 16,42,2024-06-25,41908
comuna 16,42,2024-06-23,44856
comuna 16,10,2024-06-25,45556
comuna 10,68,2024-06-23,40274
comuna 3,67,2024-06-23,46317
comuna 5,47,2024-01-30,21940
comuna 10,11,2024-01-30,48302
comuna 9,38,2024-01-30,35733
comuna 7,58,2024-01-30,31027
comuna 10,40,2024-06-23,10457
comuna 3,71,2024-06-23,14484
comuna 3,37,2024-07-31,14873
comuna 1,21,2024-07-31,19428
comuna 8,24,2024-01-30,44024
comuna 13,46,2024-01-30,36187
comuna 10,64,2024-06-25,33238
comuna 8,13,2024-06-23,46703
comuna 13,68,2024-06-25,13960
comuna 6,17,2024-01-30,36623
comuna 13,39,2024-06-25,49004
comuna 2,86,2024-07-31,44798
comuna 15,11,2024-01-30,43068
comuna 11,67,2024-06-25,13213
comuna 15,36,2024-06-23,42772
comuna 16,17,2024-06-25,47559
comuna 15,29,2024-07-31,8654
comuna 7,66,2024-07-31,4768
comuna 16,42,2024-06-25,35717
comuna 14,48,2024-06-23,37465
comuna 1,13,2024-06-25,39378
comuna 6,79,2024-06-25,40050
comuna 13,44,2024-06-23,45755
comuna 10,10,2024-01-30,43215
comuna 16,45,2024-06-23,30463
comuna 7,81,2024-06-23,43687
comuna 8,23,2024-06-25,48968
comuna 13,82,2024-07-31,27768
comuna 6,78,2024-06-23,4575
comuna 15,71,2024-01-30,8047
comuna 16,36,2024-06-25,3073
comuna 8,22,2024-07-31,37511
comuna 13,37,2024-01-30,2946
comuna 7,96,2024-06-25,28470
comuna 14,36,2024-01-30,23553
comuna 16,35,2024-07-31,40685
comuna 2,33,2024-01-30,35578
comuna 4,32,2024-06-25,6754
comuna 14,12,2024-01-30,23505
comuna 4,77,2024-01-30,45575
comuna 13,48,2024-07-31,1513
comuna 9,98,2024-06-23,8419
comuna 6,95,2024-01-30,10660
comuna 2,11,2024-01-30,13067
comuna 13,79,2024-07-31,3418
comuna 3,16,2024-06-25,47481
comuna 1,14,2024-01-30,5339
comuna 10,74,2024-06-23,25714
comuna 9,83,2024-06-25,41818
comuna 1,69,2024-06-25,46765
comuna 7,63,2024-01-30,48324
comuna 5,65,2024-01-30,28600
comuna 11,39,2024-07-31,33184
comuna 14,21,2024-06-23,49229
comuna 12,36,2024-07-31,25275
comuna 5,47,2024-06-25,22514
comuna 11,90,2024-01-30,7020
comuna 5,100,2024-07-31,35765
comuna 11,95,2024-06-23,6551
comuna 15,23,2024-01-30,28661
comuna 6,59,2024-01-30,49030
comuna 14,67,2024-01-30,21928
comuna 13,16,2024-07-31,23644
comuna 5,17,2024-06-23,224
comuna 15,82,2024-01-30,40253
comuna 13,21,2024-06-25,12479
comuna 9,22,2024-06-23,41526
comuna 1,68,2024-07-31,35452
comuna 13,97,2024-01-30,40138
comuna 13,65,2024-07-31,11908
comuna 6,59,2024-06-23,13014
comuna 15,74,2024-01-30,33551
comuna 10,55,2024-06-25,31081
comuna 12,55,2024-06-25,29742
comuna 5,20,2024-06-25,38666
comuna 14,68,2024-07-31,24900
comuna 6,18,2024-01-30,24747
comuna 9,31,2024-06-25,30570
comuna 7,100,2024-01-30,47966
comuna 16,49,2024-01-30,32980
comuna 9,99,2024-06-23,24526
comuna 2,78,2024-06-23,30683
comuna 13,95,2024-06-23,20632
comuna 2,44,2024-01-30,12437
comuna 15,87,2024-01-30,34588
comuna 16,90,2024-06-23,36773
comuna 3,91,2024-07-31,24881
comuna 12,18,2024-06-25,15653
comuna 5,12,2024-06-23,9878
comuna 9,74,2024-01-30,39156
comuna 16,10,2024-06-25,29728
comuna 11,71,2024-01-30,47516
comuna 15,54,2024-01-30,44546
comuna 16,89,2024-01-30,47505
comuna 15,98,2024-07-31,32117
comuna 2,67,2024-07-31,25841
comuna 13,33,2024-06-25,49669
comuna 8,20,2024-07-31,5406
comuna 10,91,2024-01-30,25059
comuna 15,80,2024-06-23,38264
comuna 2,94,2024-07-31,12325
comuna 2,59,2024-01-30,4124
comuna 4,58,2024-07-31,36753
comuna 3,48,2024-07-31,46828
comuna 11,51,2024-01-30,41743
comuna 13,41,2024-07-31,24736
comuna 5,23,2024-06-23,16494
comuna 2,85,2024-06-23,22871
comuna 15,49,2024-06-23,12030
comuna 2,57,2024-01-30,6216
comuna 12,26,2024-06-25,40900
comuna 16,66,2024-06-23,38865
comuna 11,23,2024-06-23,11905
comuna 12,43,2024-06-25,8725
comuna 14,63,2024-01-30,10713
comuna 2,74,2024-06-23,44623
comuna 14,57,2024-06-25,31999
comuna 6,20,2024-07-31,17255
comuna 4,80,2024-06-25,49401
comuna 1,37,2024-06-25,8357
comuna 5,26,2024-06-25,31993
comuna 11,99,2024-06-23,38085
comuna 12,12,2024-01-30,27738
comuna 4,44,2024-01-30,34244
comuna 12,75,2024-06-25,29016
comuna 15,74,2024-06-25,18803
comuna 16,52,2024-06-23,29136
comuna 14,69,2024-07-31,38821
comuna 5,99,2024-07-31,48706
comuna 14,16,2024-06-23,38735
comuna 4,40,2024-06-25,48355
comuna 12,13,2024-01-30,37824
comuna 12,52,2024-01-30,4333
comuna 16,93,2024-06-23,5930
comuna 13,38,2024-01-30,17704
comuna 12,53,2024-01-30,47238
comuna 5,46,2024-07-31,5276
comuna 2,90,2024-01-30,35912
comuna 9,65,2024-07-31,39103
comuna 16,10,2024-01-30,11322
comuna 16,87,2024-06-25,39146
comuna 15,34,2024-01-30,19493
comuna 13,23,2024-06-23,8032
comuna 12,41,2024-01-30,47383
comuna 10,90,2024-06-23,35943
comuna 4,43,2024-06-23,13898
comuna 6,71,2024-01-30,487
comuna 16,70,2024-06-23,17065
comuna 4,27,2024-06-25,34542
comuna 11,59,2024-01-30,40544
comuna 2,84,2024-07-31,9881
comuna 15,53,2024-01-30,31422
comuna 10,100,2024-01-30,44075
comuna 2,72,2024-01-30,10087
comuna 15,76,2024-01-30,39040
comuna 5,69,2024-06-23,5260
comuna 8,92,2024-06-23,2679
comuna 8,31,2024-06-23,30741
comuna 11,47,2024-06-23,49610
comuna 15,98,2024-01-30,47681
comuna 5,37,2024-06-25,651
comuna 1,16,2024-07-31,27463
comuna 6,12,2024-06-25,25836
comuna 15,27,2024-07-31,7990
comuna 3,82,2024-07-31,25212
comuna 7,61,2024-07-31,31819
comuna 8,54,2024-07-31,10666
comuna 12,52,2024-06-23,7772
comuna 6,55,2024-06-25,26927
comuna 16,24,2024-07-31,44154
comuna 7,89,2024-06-25,24221
comuna 14,37,2024-07-31,2850
comuna 13,89,2024-06-23,47459
comuna 14,92,2024-07-31,22544
comuna 3,10,2024-06-25,1659
comuna 10,56,2024-06-25,35390
comuna 5,46,2024-01-30,43233
comuna 10,36,2024-06-23,39865
comuna 16,28,2024-06-25,46170
comuna 11,59,2024-06-25,33558
comuna 14,63,2024-06-25,807
comuna 12,56,2024-06-23,37368
comuna 9,73,2024-06-23,47925
comuna 15,27,2024-06-23,34997
comuna 7,20,2024-06-23,46706
comuna 9,96,2024-01-30,14362
comuna 2,94,2024-06-25,30209
comuna 6,53,2024-01-30,13427
comuna 16,93,2024-01-30,4908
comuna 1,72,2024-01-30,16743
comuna 9,70,2024-06-25,46118
comuna 13,63,2024-06-25,37338
comuna 12,34,2024-01-30,19856
comuna 9,39,2024-01-30,17858
comuna 2,67,2024-06-23,43816
comuna 9,92,2024-06-23,48574
comuna 5,40,2024-06-25,10453
comuna 16,30,2024-06-25,5630
comuna 8,69,2024-07-31,40838
comuna 14,22,2024-06-23,3748
comuna 1,15,2024-01-30,41554
comuna 16,87,2024-06-23,19194
comuna 14,38,2024-06-25,37830
comuna 12,93,2024-06-25,14902
comuna 14,69,2024-06-23,40260
comuna 9,14,2024-07-31,46815
comuna 16,99,2024-06-23,10877
comuna 11,29,2024-07-31,13463
comuna 13,71,2024-07-31,256
comuna 7,69,2024-01-30,31353
comuna 11,10,2024-06-23,15220
comuna 14,13,2024-06-25,31442
comuna 9,50,2024-07-31,6614
comuna 16,79,2024-06-25,34961
comuna 7,71,2024-01-30,1830
comuna 10,85,2024-01-30,32150
comuna 2,35,2024-06-23,32951
comuna 15,42,2024-06-25,20890
comuna 11,79,2024-06-23,2481
comuna 8,23,2024-01-30,45905
comuna 5,97,2024-06-25,16293
comuna 11,69,2024-07-31,17952
comuna 6,59,2024-06-23,2924
comuna 7,94,2024-01-30,26190
comuna 5,74,2024-07-31,32752
comuna 7,13,2024-06-25,31656
comuna 11,49,2024-06-25,41270
comuna 12,34,2024-07-31,18967
comuna 12,18,2024-07-31,157
comuna 10,35,2024-06-23,41420
comuna 14,97,2024-01-30,6005
comuna 1,73,2024-06-23,29387
comuna 10,16,2024-06-23,13870
comuna 4,98,2024-07-31,33976
comuna 5,80,2024-06-25,47365
comuna 16,22,2024-06-23,15854
comuna 9,37,2024-06-23,45429
comuna 9,24,2024-07-31,10718
comuna 4,41,2024-06-25,29604
comuna 3,12,2024-06-23,37916
comuna 16,42,2024-01-30,6276
comuna 2,98,2024-06-25,23598
comuna 15,98,2024-07-31,42117
comuna 4,18,2024-06-23,17629
comuna 13,85,2024-06-25,41548
comuna 7,65,2024-01-30,7961
comuna 5,73,2024-06-25,1268
comuna 9,80,2024-06-25,45639
comuna 10,59,2024-01-30,40514
comuna 2,95,2024-06-23,12595
comuna 14,35,2024-01-30,1051
comuna 4,54,2024-01-30,2756
comuna 2,51,2024-06-25,29162
comuna 7,40,2024-01-30,47975
comuna 9,12,2024-06-23,8615
comuna 16,78,2024-06-23,14524
comuna 1,51,2024-06-25,38002
comuna 10,100,2024-06-25,24773
comuna 10,40,2024-06-23,43831
comuna 8,26,2024-07-31,7547
comuna 4,67,2024-06-25,1844
comuna 10,49,2024-06-23,27973
comuna 1,62,2024-01-30,18056
comuna 2,39,2024-06-23,6849
comuna 3,46,2024-07-31,17342
comuna 15,54,2024-06-25,39747
comuna 8,88,2024-01-30,27823
comuna 3,14,2024-06-23,26623
comuna 11,37,2024-01-30,19071
comuna 6,75,2024-01-30,4190
comuna 14,25,2024-07-31,42582
comuna 14,50,2024-01-30,44341
comuna 4,90,2024-07-31,20720
comuna 4,19,2024-07-31,282
comuna 6,38,2024-06-23,27548
comuna 16,54,2024-06-25,44677
comuna 3,50,2024-06-23,36567
comuna 5,53,2024-06-23,24079
comuna 16,23,2024-07-31,737
comuna 11,26,2024-07-31,49482
comuna 2,68,2024-06-25,45158
comuna 15,60,2024-07-31,6681
comuna 12,79,2024-01-30,39712
comuna 2,35,2024-01-30,35569
comuna 14,14,2024-01-30,5535
comuna 13,97,2024-01-30,23066
comuna 5,41,2024-07-31,6395
comuna 8,50,2024-06-25,39400
comuna 15,95,2024-06-25,29388
comuna 14,74,2024-01-30,49507
comuna 1,91,2024-07-31,44051
comuna 10,99,2024-06-23,21281
comuna 11,70,2024-06-23,25363
comuna 5,66,2024-07-31,18051
comuna 16,15,2024-07-31,26522
comuna 8,34,2024-01-30,19943
comuna 8,59,2024-06-25,47304
comuna 3,73,2024-06-23,40857
comuna 8,80,2024-01-30,5970
comuna 16,51,2024-06-23,12385
comuna 6,70,2024-06-25,41321
comuna 16,63,2024-07-31,27738
comuna 3,70,2024-06-25,2119
comuna 16,43,2024-07-31,44413
comuna 7,59,2024-06-23,18086
comuna 8,31,2024-01-30,34145
comuna 12,93,2024-01-30,11620
comuna 11,76,2024-06-23,27204
comuna 3,12,2024-07-31,16586
comuna 5,62,2024-06-25,14605
comuna 4,75,2024-07-31,31402
comuna 7,21,2024-06-25,37408
comuna 10,18,2024-06-25,49959
comuna 12,71,2024-01-30,13912
comuna 8,58,2024-01-30,10174
comuna 12,100,2024-07-31,32647
comuna 9,22,2024-06-23,14640
comuna 9,67,2024-07-31,41714
comuna 10,20,2024-06-23,10116
comuna 6,91,2024-06-25,5345
comuna 5,42,2024-06-23,12020
comuna 9,96,2024-07-31,25705
comuna 7,71,2024-06-25,8569
comuna 12,19,2024-06-23,46013
comuna 15,96,2024-06-23,5971
comuna 9,81,2024-01-30,21098
comuna 11,49,2024-06-23,468
comuna 16,60,2024-01-30,23139
comuna 11,82,2024-01-30,12943
comuna 7,27,2024-06-23,2596
comuna 15,55,2024-01-30,13407
comuna 1,70,2024-06-23,48901
comuna 7,44,2024-07-31,11593
comuna 15,66,2024-01-30,23791
comuna 15,12,2024-06-25,26584
comuna 1,82,2024-06-25,8326
comuna 10,37,2024-01-30,2438
comuna 13,81,2024-06-25,34164
comuna 4,71,2024-06-25,44181
comuna 1,63,2024-06-25,40813
comuna 6,75,2024-07-31,33827
comuna 4,69,2024-07-31,36929
comuna 15,43,2024-07-31,37613
comuna 14,96,2024-06-23,38609
comuna 16,97,2024-06-23,7789
comuna 13,80,2024-06-23,46011
comuna 7,10,2024-06-23,23462
comuna 11,21,2024-01-30,46177
comuna 11,13,2024-06-23,29412
comuna 5,40,2024-01-30,26949
comuna 13,86,2024-06-25,18656
comuna 1,31,2024-06-25,17133
comuna 14,18,2024-07-31,6266
comuna 8,22,2024-07-31,39756
comuna 10,53,2024-01-30,24667
comuna 13,47,2024-07-31,49210
comuna 1,50,2024-06-23,18834
comuna 5,53,2024-07-31,44234
comuna 5,36,2024-07-31,28252
comuna 10,16,2024-06-25,40611
comuna 2,58,2024-06-25,42949
comuna 15,12,2024-06-25,44345
comuna 6,12,2024-07-31,23106
comuna 16,43,2024-01-30,10322
comuna 5,51,2024-01-30,40288
comuna 8,15,2024-06-25,7041
comuna 15,26,2024-06-25,46284
comuna 16,60,2024-06-25,41134
comuna 2,71,2024-07-31,19857
comuna 11,22,2024-06-23,46556
comuna 2,17,2024-06-25,5661
comuna 1,98,2024-01-30,35332
comuna 8,57,2024-06-25,22214
comuna 15,47,2024-07-31,29535
comuna 14,52,2024-07-31,32552
comuna 3,15,2024-06-23,34209
comuna 9,42,2024-06-23,10999
